event_id,date,category,company,product,location,source,url,summary,title,funding_usd
9cfad8c3-b4d7-4c40-8aef-2d828ede7d3e,"Tue, 23 Ju",FUNDING_EVENT,SkillHarness,,,arXiv cs.AI,https://arxiv.org/abs/2606.20636,"arXiv:2606.20636v1 Announce Type: new 
Abstract: Computer-Use Agents (CUAs) are increasingly deployed in dynamic interactive environments, creating a growing need for continual skill learning during interaction. Recent approaches address this challenge by learning reusable skills from successful ...",SkillHarness: Harnessing Safe Skills for Computer-Use Agents,
5fb05758-bb89-46de-8eb9-47ce4f5deb4a,"Tue, 23 Ju",FUNDING_EVENT,NeuroShield,,,arXiv cs.LG,https://arxiv.org/abs/2606.20673,"arXiv:2606.20673v1 Announce Type: new 
Abstract: A central challenge in EEG authentication is that models are typically tied to the acquisition settings in which they are trained. In particular, variations in headset hardware, channel layout, and signal duration create heterogeneous recordings th...",NeuroShield: A Device-Agnostic Foundation Model for EEG Authentication,
b993594b-e46d-48a8-96b9-ef53ef6a9398,"Tue, 19 Ma",FUNDING_EVENT,Google DeepMind,Gemini,,VentureBeat AI,https://venturebeat.com/technology/google-just-redesigned-the-search-box-for-the-first-time-in-25-years-heres-why-it-matters-more-than-you-think,"<p>For a quarter century, the Google search box has been one of the most recognizable interfaces in computing: a thin white rectangle, a blinking cursor, a few typed words, and a list of blue links. On Tuesday, Google will formally retire that paradigm.</p><p>At its annual <a href=""https://io.goo...",Google just redesigned the search box for the first time in 25 years — here’s why it matters more than you think.,190000000000
9a92760a-9cd8-43a9-a1db-a7ea49684004,"Tue, 16 Ju",FUNDING_EVENT,LLM,,,arXiv cs.AI,https://arxiv.org/abs/2606.15029,"arXiv:2606.15029v1 Announce Type: new 
Abstract: LLM judges are used to reduce the need for costly human labor in evaluating open-ended text generation. However, the reliability of these judges depends critically on their alignment with human raters -- a property that itself depends on costly hum...",Metric Match: A Subset Selection Approach to Evaluating LLM Judge Reliability,
348d5ce1-26f2-45fc-a66f-a158ce9d91d4,"Tue, 14 Ju",FUNDING_EVENT,Verifier,Qwen,Qwen3,arXiv cs.AI,https://arxiv.org/abs/2607.09709,"arXiv:2607.09709v1 Announce Type: new 
Abstract: Post-training a code generator against a learned judge can optimize proxy features that raise the score without improving the artifact. We study the opposite signal: a deterministic, judge-free, ungameable filter -- whether a generated project laun...",The Verifier is the Curriculum: Execution-Gated Self-Distillation for Cross-Family Game Generation,
6af29886-d0ce-4c34-a1f9-31ad0a9c3eaa,"Tue, 14 Ju",FUNDING_EVENT,Reference-Based Distillation Detection,DeepSeek,,arXiv cs.LG,https://arxiv.org/abs/2607.09692,"arXiv:2607.09692v1 Announce Type: new 
Abstract: Model distillation -- training on outputs from stronger third-party models -- is widely used to boost performance, but raises concerns about unfair advantages and policy violations. This motivates a fundamental question: can we detect whether a mod...",Reference-Based Distillation Detection in LLMs,
49c06ade-cdc8-417c-8916-684cdc4f069d,"Tue, 13 Ja",FUNDING_EVENT,OpenAI,,,TechCrunch AI,https://techcrunch.com/2026/01/13/ai-drug-discovery-startup-converge-bio-pulls-in-25m-from-bessemer-and-execs-from-meta-openai-and-wiz/,"AI drug discovery startup Converge Bio raised $25 million in a Series A led by Bessemer Venture Partners, with additional backing from executives at Meta, OpenAI, and Wiz.","Converge Bio raises $25M, backed by Bessemer and execs from Meta, OpenAI, Wiz",25000000
506f86ea-367c-4f7d-8021-8850b663b8e2,"Tue, 07 Ju",FUNDING_EVENT,Intel,,,arXiv cs.AI,https://arxiv.org/abs/2607.02983,"arXiv:2607.02983v1 Announce Type: new 
Abstract: Recent reasoning-centric Large Language Models (LLMs) have made significant strides, yet they predominantly operate on a passive-inference pattern that assumes complete information. In contrast, real-world clinical intelligence is inherently an ite...",Reinforcement Learning for Evidence-Seeking Diagnostic Reasoning with Large Language Models,
6362003c-862c-4d38-b11a-cce505375462,"Tue, 07 Ju",FUNDING_EVENT,Large Language Models,,,arXiv cs.AI,https://arxiv.org/abs/2607.03303,"arXiv:2607.03303v1 Announce Type: new 
Abstract: While Large Language Models (LLMs) can provide personalized support in learning, several studies have raised concerns regarding their use in education. Importantly, learning depends on how students engage with LLMs.",Reflective Dialogue or Prompt Refinement? Effects of Tutor Scaffolding on Students' Independent LLM Use for Programming,
b789b1a8-a7fc-40fc-8d41-fac237638d73,"Tue, 07 Ju",FUNDING_EVENT,Federated Learning for Object Detection:,,,arXiv cs.LG,https://arxiv.org/abs/2607.02636,"arXiv:2607.02636v1 Announce Type: new 
Abstract: Object detection is a fundamental capability for AI-driven perception in safety-critical drone and edge-vision systems, including disaster response, operational security environments, infrastructure monitoring and defense applications. Robust model...",Federated Learning for Object Detection: Enabling Collaborative Drone Learning Without Centralizing Data,
a3703f40-f913-4e0d-95fd-0161881da2c8,"Thu, 25 Ju",FUNDING_EVENT,Intel,,,arXiv cs.LG,https://arxiv.org/abs/2606.24900,"arXiv:2606.24900v1 Announce Type: new 
Abstract: This paper proposes a new approach to near-sensor computing, in which a lightweight Neural Architecture Search (NAS) is performed directly on the deployment device to find the best tiny neural architecture for analyzing the real-time data acquired ...",On-Device Neural Architecture Search,
8d954372-a151-4c47-ad90-641ac163591f,"Thu, 25 Ju",FUNDING_EVENT,SEC,,U.S.,arXiv cs.LG,https://arxiv.org/abs/2606.24950,"arXiv:2606.24950v1 Announce Type: new 
Abstract: Financial decision-making is contextual: forecasting prices, valuing companies, and assessing event exposure weigh price history, accounting fundamentals, macroeconomic regime, and contemporaneous text. A benchmark over these four signals is hard t...",MacroLens: A Multi-Task Benchmark for Contextual Financial Reasoning under Macroeconomic Scenarios,
a134720f-0aa8-4ac2-8c58-b2d66e87950a,"Thu, 22 Ja",FUNDING_EVENT,Microsoft,Claude,,VentureBeat AI,https://venturebeat.com/infrastructure/railway-secures-usd100-million-to-challenge-aws-with-ai-native-cloud,"<p><a href=""https://railway.com/"">Railway</a>, a San Francisco-based cloud platform that has quietly amassed two million developers without spending a dollar on marketing, announced Thursday that it raised $100 million in a Series B funding round, as surging demand for artificial intelligence app...",Railway secures $100 million to challenge AWS with AI-native cloud infrastructure,100000000
a66a8157-be5d-4e6b-97b4-d73029fd5205,"Thu, 18 Ju",FUNDING_EVENT,SFT,,,arXiv cs.LG,https://arxiv.org/abs/2606.18307,"arXiv:2606.18307v1 Announce Type: new 
Abstract: Optimizing the training data distribution for Supervised Fine-Tuning (SFT) dictates the capability of Large Language Models (LLMs). While existing data curation methods excel at accelerating training under constrained budgets, they are less suited ...",DRIFT: Refining Instruction Data via On-Policy Data Attribution,
ac3744fe-4544-4a39-9fa5-7ae0091835f8,"Thu, 16 Ju",FUNDING_EVENT,Modal,,,arXiv cs.AI,https://arxiv.org/abs/2607.13558,"arXiv:2607.13558v1 Announce Type: new 
Abstract: Urban region profiling constitutes a core problem in urban computing, supporting applications such as population estimation, economic assessment, and environmental monitoring. Existing methods typically formulate this task as multimodal representat...",Multi-Agent Collaborative Reasoning with Tool-Augmented Evidence for Urban Region Profiling,
e87d2791-961c-4194-9ca8-31126e7ab4a5,"Thu, 16 Ju",FUNDING_EVENT,Perplexity,,,arXiv cs.LG,https://arxiv.org/abs/2607.13124,"arXiv:2607.13124v1 Announce Type: new 
Abstract: Structured pruning is a hardware-friendly way to compress LLMs, but it is mostly validated on multiple-choice recognition tasks, while the same compressed checkpoints can collapse on the free-form generation that deployment actually requires. Two o...",ShortOPD: Recovering Pruned LLMs with Short-to-Long On-Policy Distillation,
901d7cc8-22ae-4eb5-a046-213de4a1e0de,"Thu, 16 Ju",FUNDING_EVENT,Anthropic,Gemini,,VentureBeat AI,https://venturebeat.com/ai/the-ai-compute-gap-enterprises-are-buying-infrastructure-faster-than-they-can-measure-what-it-costs,"<p>Across 107 enterprises, AI infrastructure spending is accelerating well ahead of the ability to see or steer its economics. Most organizations run their AI on a familiar base of hyperscalers and model-provider APIs, yet the next dollar is aimed at specialized compute almost none of them use to...",The AI compute gap: Enterprises are buying infrastructure faster than they can measure what it costs,
6e0b6a8d-9663-4151-86d4-2faa755995f4,"Thu, 16 Ju",FUNDING_EVENT,OpenAI,,,VentureBeat AI,https://venturebeat.com/ai/the-ai-context-gap-enterprise-ai-organizations-have-a-trust-problem-not-a-retrieval-problem-and-most-are-still-building-the-fix,"<p>Across 101 enterprises, the infrastructure that feeds AI agents their business context is being built faster than it can be trusted. Retrieval-augmented generation is already the default context source, and provider-native retrieval has quietly overtaken the dedicated vector databases that def...","The AI context gap: Enterprise AI organizations have a trust problem, not a retrieval problem — and most are still building the fix",
532f694a-747b-4d81-bbed-b9cdf03888fe,"Thu, 09 Ju",FUNDING_EVENT,"Reason Less, Verify More: Deterministic Gates Recover a Silent Policy-Violation Failure Mode",GPT-4o,,arXiv cs.AI,https://arxiv.org/abs/2607.07405,"arXiv:2607.07405v1 Announce Type: new 
Abstract: Tool-using LLM agents can violate the very policies they are deployed to enforce while appearing to complete the task successfully. In policy-permissive environments, a tool may execute any well-formed call even when the corresponding state transit...","Reason Less, Verify More: Deterministic Gates Recover a Silent Policy-Violation Failure Mode in Tool-Using LLM Agents",
9bae2dd3-edfd-475e-b544-64c17da4fd71,"Thu, 09 Ju",FUNDING_EVENT,Deep Reinforcement Learning for Reliability,,,arXiv cs.LG,https://arxiv.org/abs/2607.06610,"arXiv:2607.06610v1 Announce Type: new 
Abstract: Portfolio optimization under uncertainty is inherently a multi-objective decision problem involving complex interactions among return, risk, market dynamics, and practical investment constraints. Existing reliability based portfolio optimization ap...",Deep Reinforcement Learning for Reliability Based Bi-Objective Portfolio Optimization,
da7bbb67-ab0a-43a8-aa01-571226a02482,"Thu, 09 Ju",FUNDING_EVENT,Causal Mechanisms Underlying Anhedonia arXiv:2607.06626v1,,anhedonia,arXiv cs.LG,https://arxiv.org/abs/2607.06626,"arXiv:2607.06626v1 Announce Type: new 
Abstract: Recent Vision-Language Models capture increasingly complex aspects of human cognition. Here we ask whether this alignment extends to reward valuation, which we assess in a mechanistic framework built on clinical tests that were developed to evaluat...",Reward Valuation in Vision Language Models: Causal Mechanisms Underlying Anhedonia,
7c5add8a-4d66-4eef-bec2-7f2fe6bd52f3,"Sat, 11 Ju",FUNDING_EVENT,,,,arXiv cs.AI,https://arxiv.org/abs/2607.07850,"arXiv:2607.07850v1 Announce Type: new 
Abstract: For seemless control of advanced hand prostheses and augmented reality, accurate and immediate hand gestures recognition is essential. Surface electromyography (sEMG) signals obtained from the forearm are commonly employed for this purpose.",A Graph Neural Network Model for Real-Time Gesture Recognition Based on sEMG Signals,
cc2ed8fe-53d7-4f5a-aa18-8f5b6220684f,"Sat, 11 Ju",FUNDING_EVENT,Domain-Grounded Reasoning Layer,,Nigeria,arXiv cs.AI,https://arxiv.org/abs/2607.07883,"arXiv:2607.07883v1 Announce Type: new 
Abstract: There is relatively little, public, and model-ready data on industrial machinery for African economies. This makes it hard to do quantitative analysis or to train language models on numeric tasks grounded in that setting.",Nigeria Machinery: A Low-Resource Industrial Dataset with a Domain-Grounded Reasoning Layer,
0450b4e0-084b-4aba-af50-ec959d6a6cad,"Mon, 29 Ju",FUNDING_EVENT,Intel,,,arXiv cs.AI,https://arxiv.org/abs/2606.27757,"arXiv:2606.27757v1 Announce Type: new 
Abstract: Large language models (LLMs) have attracted widespread attention from academia and industry, yet their deployment raises critical security concerns regarding robustness and reliability. Planning, a core component of intelligent behavior, remains ch...",Towards Reliable and Robust LLM Planning: Symbolic Feedback-Driven Iterative Self-Refinement Framework,
61321c76-99c4-49be-808c-11b9917e489d,"Mon, 29 Ju",FUNDING_EVENT,Grounded Iterative Language Planning: How Parameterized World Models Reduce Hallucination Propagation,GPT-4o,,arXiv cs.AI,https://arxiv.org/abs/2606.27806,"arXiv:2606.27806v1 Announce Type: new 
Abstract: World models for language agents come in two useful forms. An agent-based world model calls an LLM API and reasons flexibly in language, but its errors appear as hallucinated state changes that are hard to score with ordinary regression losses.",Grounded Iterative Language Planning: How Parameterized World Models Reduce Hallucination Propagation in LLM Agents,
96c1ecf1-b32e-475e-b175-86692c262f05,"Mon, 13 Ju",FUNDING_EVENT,Scoped Verification for Reliable Long-Horizon Agentic Context Evolution,Gemini 2,,arXiv cs.AI,https://arxiv.org/abs/2607.09175,"arXiv:2607.09175v1 Announce Type: new 
Abstract: Deployed LLM agents rely on agentic context, the model-external textual control content assembled by an operational harness. In this work, the mutable component of that context is a persistent system-level instruction that is updated from operation...",Scoped Verification for Reliable Long-Horizon Agentic Context Evolution under Distribution Shift,
997cdbd6-3032-4ec5-baa3-68845a6ba5d1,"Mon, 13 Ju",FUNDING_EVENT,the Geometry of Refusal,,,arXiv cs.LG,https://arxiv.org/abs/2607.08883,"arXiv:2607.08883v1 Announce Type: new 
Abstract: Behavioral alignment in large language models often masks fragile internal safety representations. Recent work suggests that refusal behavior is mediated by low-dimensional directions in activation space.",Optimizing Against Safety Representations: Activation-Guided Adversarial Suffixes and the Geometry of Refusal,
0a97e197-249f-4c09-adde-05acc43ad882,"Fri, 26 Ju",FUNDING_EVENT,Partially Observable Markov Decision Process,,,arXiv cs.LG,https://arxiv.org/abs/2606.26168,"arXiv:2606.26168v1 Announce Type: new 
Abstract: Living systems navigate environments using noisy and incomplete sensory signals. In unicellular algae, phototaxis is often modeled as a mechanistic run--tumble process driven by stimulus--response rules.",Implementation of reinforcement learning in chemical reaction networks: application to phototaxis as curiosity-driven exploration,
b648389c-9f3c-4e76-a5f9-72232b659e19,"Fri, 19 Ju",FUNDING_EVENT,Computer Science against Computer,,,arXiv cs.AI,https://arxiv.org/abs/2606.19469,"arXiv:2606.19469v1 Announce Type: new 
Abstract: Undergraduate computer science is governed by international curricular guidelines revised about once a decade, yet programs lack a reliable, reproducible way to measure how completely they cover the current guidelines and how that coverage shifts w...","Measuring Curriculum Alignment across Topical Coverage, Competency, and Cognitive Depth: A Longitudinal Framework Applied to CS2013 and CS2023",
ecfb4df5-5b16-4323-bf66-19004cbe22f8,"Fri, 19 Ju",FUNDING_EVENT,Modal,,,arXiv cs.AI,https://arxiv.org/abs/2606.19651,"arXiv:2606.19651v1 Announce Type: new 
Abstract: Three-dimensional (3D) brain MRI is central to clinical neurology and neuro-oncology, where generative models could augment under-represented cohorts, simulate disease trajectories, and support privacy-preserving data sharing. Latent diffusion has ...",BrainG3N: A Dual-Purpose Tokenizer for Controllable 3D Brain MRI Generation,
0751fa46-3950-4eea-bd15-21951f92e87f,"Fri, 19 Ju",FUNDING_EVENT,Modal,,,arXiv cs.LG,https://arxiv.org/abs/2606.19371,"arXiv:2606.19371v1 Announce Type: new 
Abstract: Alzheimer's disease (AD) is a fatal disorder that destroys memory and cognitive skills in the elderly population. Most treatments for AD are effective in the early stage, leading to an increasing demand for early AD diagnosis.",ProMUSE: Progressive Multi-modal Uncertainty-guided Staged Evidential Alzheimer Disease Classification,
effebba4-c1a6-42c3-b88d-f020538077a0,"Fri, 19 Ju",FUNDING_EVENT,Diversity-Aware Data Selection arXiv:2606.19411v1,,\logdet(L_S)$,arXiv cs.LG,https://arxiv.org/abs/2606.19411,"arXiv:2606.19411v1 Announce Type: new 
Abstract: Selecting a small, diverse, high-quality subset from a massive pool of candidates is a recurring primitive in modern machine learning -- data curation and coreset selection for training and fine-tuning large models, active-learning batch acquisitio...",Spectral DPPs via NEPv: A Scalable Continuous Relaxation of Determinantal MAP for Diversity-Aware Data Selection,
beede7a2-5189-4844-bba8-17e0f2011994,"Fri, 16 Ja",FUNDING_EVENT,Microsoft,Claude,,VentureBeat AI,https://venturebeat.com/technology/listen-labs-raises-usd69m-after-viral-billboard-hiring-stunt-to-scale-ai,"<p>Alfred Wahlforss was running out of options. His startup, <a href=""https://listenlabs.ai/"">Listen Labs</a>, needed to hire over 100 engineers, but competing against Mark Zuckerberg&#x27;s <a href=""https://news.bloomberglaw.com/employee-benefits/zuckerbergs-100-million-ai-job-offers-pay-off-par...",Listen Labs raises $69M after viral billboard hiring stunt to scale AI customer interviews,69000000
6dc986b7-5af2-47be-994a-a5e6bbbdda2c,"Fri, 07 Fe",FUNDING_EVENT,,,,TechCrunch AI,https://techcrunch.com/2025/02/07/self-inspection-raises-3m-for-its-ai-powered-vehicle-inspections/,"A number of startups are racing to make vehicle inspections faster, easier, and cheaper. Self Inspection, a startup based in San Diego, thinks it has them all beat with its AI-powered service &#8212; and now it has convinced outside investors.",Self Inspection raises $3M for its AI-powered vehicle inspections,3000000
940e57eb-c338-4656-a6ba-4f791c8909c1,"Fri, 03 Ju",FUNDING_EVENT,LLM,,,arXiv cs.AI,https://arxiv.org/abs/2607.01531,"arXiv:2607.01531v1 Announce Type: new 
Abstract: Learning how an environment behaves from interaction is central to building agents that adapt to unfamiliar tasks. World models learned with deep networks are flexible but data-hungry and transfer poorly beyond their training distribution.",OPINE-World: Programmatic World Modeling with Ontology-error-Prioritized Interactive Exploration,
58964e85-8532-40ee-8cf7-e75b1a29b542,2026-07-17,FUNDING_EVENT,AI,,China,The Times of India,https://economictimes.indiatimes.com/news/international/world-news/chinas-xi-promotes-chinas-commitment-to-ai-access-in-speech-at-shanghai-conference/articleshow/132451646.cms,"Alpha Trade
Get daily trade ideas from SEBI-registered research analysts. Investment Ideas
Grow your wealth with stock ideas &amp; sectoral trends.",China's Xi promotes China's commitment to AI access in speech at Shanghai conference,
87571954-0f3f-4220-ab00-415405d30477,2026-07-17,FUNDING_EVENT,eBay,,,TweakTown,https://www.tweaktown.com/news/112647/gta-6-can-be-ordered-and-delivered-through-uber-eats/index.html,"The last time we heard about GameStop, the CEO was attempting to buy eBay by selling items on eBay after the online marketplace asked how the CEO was going to afford the acquisition, and now GameStop… [+2657 chars]",GTA 6 can be ordered and delivered through Uber Eats,
e1d760db-7063-4842-8e5f-257a476e3164,2026-07-17,FUNDING_EVENT,Microsoft,,,Yahoo Entertainment,https://finance.yahoo.com/markets/stocks/articles/wedgewood-partners-views-microsoft-msft-134959413.html,"Wedgewood Partners, an investment management company, released its first-quarter 2026 investor letter. A copy of the letter can be downloaded here.",Wedgewood Partners’ Views on Microsoft’s (MSFT) Capital Expenditure,
82549028-6b25-475e-a10d-cfb22bc7c2a3,2026-07-17,FUNDING_EVENT,OpenAI,,,Biztoc.com,https://biztoc.com/x/28685511ad843a05,"Researchers charged with studying AIs risks are spending their own money to counter the political influence of one of their companys co-founders. This story appeared on inc.com, 2026-07-17 13:23:55.",OpenAI Employees Are Funding a Political Fight Against Their Own President,
